nhsd_service_id,organization,address,city,state,postcode,latitude,longitude,service_category
e8508233-bac3-a12e-b28b-3f8739044587,Walgett Aboriginal Medical Service,37 Pitt Street,WALGETT,NSW,2832,-30.022613525390625,148.11895751953125,aboriginal_health
763dd552-4afe-411f-c803-468bc6221046,Coonamble Aboriginal Health Service,17 Tooloon Street,COONAMBLE,NSW,2829,-30.951635360717773,148.38816833496094,aboriginal_health
6a1eaf3f-cbee-e163-b9eb-8b9a9cab4bab,Rumbalara Health Service,20 Rumbalara Road,MOOROOPNA,VIC,3629,-36.40473556518555,145.35350036621094,aboriginal_health
a183ae26-9c78-fcc0-6ed3-6da4db85c2ef,South West Aboriginal Medical Service,"Drive-in Chemist Building,Unit 5,51-55 Forrest Avenue",BUNBURY,WA,6230,-33.33997344970703,115.64610290527344,aboriginal_health
c76f798d-b757-06f2-98e9-be76a9f0d240,BEGA Garnbirringu Health Service Aboriginal Corporation,16-18 MacDonald Street,KALGOORLIE,WA,6430,-30.74658203125,121.4766616821289,aboriginal_health
ce6bb60a-409b-4bfa-64f7-8020e4e2b4dc,Gurriny Yealamucka Primary Health Care Centre (Yarrabah),1 Bukki Road,YARRABAH,QLD,4871,-16.926958084106445,145.89028930664062,aboriginal_health
5c8afad1-612f-b2ff-bb24-b7f1e3c51426,Aboriginal Medical Service,36 Turner Street,REDFERN,NSW,2016,-33.89317321777344,151.20272827148438,aboriginal_health
d08e3bcb-bf2b-d746-2f32-5e36b61d1f01,South Coast Medical Service Aboriginal Corporation,"Jane Ardler Centre,51-53 Berry Street",NOWRA,NSW,2541,-34.876617431640625,150.599853515625,aboriginal_health
7d73ba37-42a0-1767-f032-1bb7720a3db4,Griffith Aboriginal Medical Service,38-42 Jondaryan Avenue,GRIFFITH,NSW,2680,-34.29296875,146.04920959472656,aboriginal_health
d23c24fa-a840-e6da-152e-19b31668b24a,Jigalong Clinic - Puntukurnu Aboriginal Medical Service,"Jigalong Community,Corner of Walyagunya Boulevard & Daisy Street",NEWMAN,WA,6753,-23.358042911782654,120.78074472024075,aboriginal_health
faf338d2-4ced-b2cf-0c4a-932d1ddf82d1,Mallee District Aboriginal Services - Swan Hill,70 Nyah Road,SWAN HILL,VIC,3585,-35.332759857177734,143.5547332763672,aboriginal_health
b47b6060-9b93-abe2-fcce-edf268c4db5a,Aboriginal and Torres Strait Islander Community Health Service - Browns Plains,"Village Square,20-24 COMMERCE DRIVE",BROWNS PLAINS,QLD,4118,-27.66360006,153.04625308,aboriginal_health
dab0368f-9411-315b-bd24-f29e72214e11,Miwatj Health Centre,1424 Arnhem Road,NHULUNBUY,NT,0880,-12.189719200134277,136.77467346191406,aboriginal_health
4fc08632-da9f-2df8-b593-ab4203288b9d,Carnarvon Medical Service Aboriginal Corporation (CMSAC),14-16 Rushton Street,CARNARVON,WA,6701,-24.884552001953125,113.65890502929688,aboriginal_health
478dcb6d-f8a5-6314-aedf-c5620656de81,Congress Social & Emotional Wellbeing - SEWB,14 Leichhardt Terrace,ALICE SPRINGS,NT,0870,-23.70035171508789,133.88368225097656,aboriginal_health
b4a0f791-400d-6784-743b-b082e9f5d0be,Orange Aboriginal Medical Service,27-31 Perc Griffith Way,ORANGE,NSW,2800,-33.3014030456543,149.12319946289062,aboriginal_health
1a96c315-1dda-75ec-f8ad-192d73989d37,Danila Dilba - Knuckey Street Clinic,32-34 Knuckey Street,DARWIN CITY,NT,0800,-12.460589408874512,130.84439086914062,aboriginal_health
edd8a257-fd1c-7ca8-2585-07be43f4313e,Murray Valley Aboriginal Co-operative Health Service,87 Latje Road,ROBINVALE,VIC,3549,-34.579532623291016,142.7786407470703,aboriginal_health
c1bf46f0-c7c3-2009-99f4-85acfaf436cc,Inala Indigenous Health Centre,"Southern Qld Centre of Excellence,37 Wirraway Parade",INALA,QLD,4077,-27.599952697753906,152.9712371826172,aboriginal_health
2fb5a305-150a-c069-fe39-ee298aa7252f,Wuchopperen Health Service - Manoora Clinic,6 Moignard Street,MANOORA,QLD,4870,-16.923648834228516,145.7361602783203,aboriginal_health
424392f2-46f5-8e2d-20dd-ba66f70cdee3,Winda-Mara Aboriginal Corporation - Heywood,21 Scott Street,HEYWOOD,VIC,3304,-38.13227844238281,141.62881469726562,aboriginal_health
7ac4ea4f-53fb-49ca-9a2a-88785c0a45ea,Gippsland and East Gippsland Aboriginal Co-operative,37-53 Dalmahoy Street,BAIRNSDALE,VIC,3875,-37.82965087890625,147.62916564941406,aboriginal_health
12030c69-7d85-0b0a-da4a-381eab670f83,Tobwabba Aboriginal Medical Service,68a McIntosh Street,FORSTER,NSW,2428,-32.18867874145508,152.51583862304688,aboriginal_health
53c431d5-8624-a47f-81d2-2bfaa8267009,Goolburri Aboriginal Health Advancement Co. Ltd,"Montana Boarding Hse,20 Scott Street",EAST TOOWOOMBA,QLD,4350,-27.56630971,151.97352564,aboriginal_health
0b161362-9ca4-69c1-aebe-62889c2a2c84,Albury Wodonga Aboriginal Health Service,664 Daniel Street,GLENROY,NSW,2640,-36.058522,146.912993,aboriginal_health
ebfeaa7f-2e09-0302-bec9-3e4d7c5d307b,Maari Ma Health Aboriginal Corporation,439-443 ARGENT STREET,BROKEN HILL,NSW,2880,-31.956332562759496,141.46895272846726,aboriginal_health
4385e053-e5ae-602c-4b0b-043f8b1a63cc,Galambila Aboriginal Health Service - Coffs Harbour,"Located on the corner of Boambee Street and Harbour Drive,9 Boambee Street",COFFS HARBOUR,NSW,2450,-30.305652618408203,153.1287078857422,aboriginal_health
0ab04b85-bc3f-e0ce-9dbb-7389eaa7fc9c,Goolum Goolum Aboriginal Cooperative - Hamilton Street Medical Clinic,43 Hamilton Street,HORSHAM,VIC,3400,-36.718143463134766,142.20289611816406,aboriginal_health
03360bb5-13d9-0853-1a41-a10411475f34,Budja Budja Aboriginal Cooperative,20-22 Grampians Road,HALLS GAP,VIC,3381,-37.13240051269531,142.52113342285156,aboriginal_health
eec297f1-0c05-7f50-4c9e-c48953b547dc,Nunkuwarrin Yunti - Wakefield Street,182-190 Wakefield Street,ADELAIDE,SA,5000,-34.92780685424805,138.6077117919922,aboriginal_health
614cffeb-c540-cadc-638e-03a76f546ec9,Torres Strait Islanders And Aboriginal Corporation For Legal Services,56 Douglas Street,THURSDAY ISLAND,QLD,4875,-10.583403587341309,142.22039794921875,aboriginal_health
88698310-5a92-c2d1-fa60-da553cb1652e,MARRIN WEEJALI ABORIGINAL CORPORATION,79-81 Jersey Road,BLACKETT,NSW,2770,-33.74283218383789,150.81405639648438,aboriginal_health
a17249ac-1791-c821-5963-ac51eb40e776,Aboriginal And Torres Strait Islander Community Health - Aboriginal And Torres Strait Islander Community Health,16 18 Eyre Street,CHARLEVILLE,QLD,4470,-26.40128517150879,146.2427520751953,aboriginal_health
d2115ede-131e-ec4b-fcfc-4bc4591816ce,Punmu Clinic - Puntukurnu Aboriginal Medical Service,"Punmu Community,PMB 28 via Newman",NEWMAN,WA,6753,-23.180999755859375,119.29900360107422,aboriginal_health
add3f55a-4695-3bea-7a36-9184e00dad07,Victorian Aboriginal Child Care Agency- Preston,340 Bell Street,PRESTON,VIC,3072,-37.7447395324707,145.00181579589844,aboriginal_health
6e388fcf-68d1-7c9c-9379-bdfb3e1ef9ff,Goondiwindi Hospital - Community Health and Indigenous Health - Complaints Coordinator,Bowen Street,GOONDIWINDI,QLD,4390,-28.547876358032227,150.3022918701172,aboriginal_health
08fb7f3d-764f-2148-c68e-56c740ea7397,Injune Hospital - Indigenous Health,1 Fifth Avenue,INJUNE,QLD,4454,-25.846933364868164,148.56344604492188,aboriginal_health
abb7d441-076b-1074-a9f4-7aeebabb2ac1,Camooweal Health Clinic - Aboriginal And Torres Strait Islander Community Hospital Liaison,52 Morrison Street,CAMOOWEAL,QLD,4828,-19.917865753173828,138.1212158203125,aboriginal_health
fabb8a7b-7c0c-9452-9580-dc3982d15821,Toowoomba Hospital - Aboriginal And Torres Strait Islander Nutritional Service,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
23405136-0b6e-e8c0-4b61-4aece28c3b44,Cunnamulla Hospital - Indigenous Services,56 Wicks Street,CUNNAMULLA,QLD,4490,-28.071876525878906,145.6905975341797,aboriginal_health
317fd7b0-6023-5af6-eb4f-2bed39930586,Boonah Hospital - Aboriginal And Torres Strait Islander Liaison,"Boonah Hospital,11 17 Leonard Street",BOONAH,QLD,4310,-27.999101638793945,152.67904663085938,aboriginal_health
1662f6b3-65cb-5e16-9c61-e7587948fa7c,Inglewood Multipurpose Health Service - Indigenous Health Services,Cunningham Highway,INGLEWOOD,QLD,4387,-28.424198150634766,151.04222106933594,aboriginal_health
bf111679-229f-d314-4e03-116002efadea,Toowoomba Hospital - Aboriginal And Torres Strait Islander Community Controlled Health - Toowoomba,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
c22143b1-12bd-35f0-d3e8-dcac3be2e393,Rumbalara Aboriginal Co-Operative Shepparton,89 Drummond Road,SHEPPARTON,VIC,3630,-36.37519073486328,145.42343139648438,aboriginal_health
ebf18ae2-f8e8-29d4-c18f-53c61646f372,Charleville Hospital - Indigenous Services,72 King Street,CHARLEVILLE,QLD,4470,-26.4112491607666,146.23760986328125,aboriginal_health
6c7febc3-2f47-fe18-dbea-223009f0ead3,Barcaldine Hospital and Multipurpose Health Service - Aboriginal Health Worker,Oak Street,BARCALDINE,QLD,4725,-23.553096771240234,145.2932586669922,aboriginal_health
26b1d2e9-c5c4-66b9-2a4e-e68cf3889b12,Miles Hospital - Aboriginal Health Clinic,5-11 Colamba Street,MILES,QLD,4415,-26.658912658691406,150.1918182373047,aboriginal_health
8d5f479c-41c2-97d7-fe59-a112cf4ab640,Moree CHC Aboriginal Family Health Service,"Moree Community Health,Alice Street",MOREE,NSW,2400,-29.47125816345215,149.8389129638672,aboriginal_health
ba13de76-494e-8377-59ce-11ff0774d600,Aboriginal Drug And Alcohol Council (SA) Inc,155 Holbrooks Road,UNDERDALE,SA,5032,-34.91817855834961,138.5492401123047,aboriginal_health
e1eaa5c7-f002-c561-4b2f-52de41bba5c7,Aboriginal Hacc Social Program - Wakefield,36 Robert Street,MAITLAND,SA,5573,-34.37346649169922,137.67300415039062,aboriginal_health
5e17c8ce-0df0-3afb-0d08-e110f345d1bf,Larrakia Nation Aboriginal Corporation - Indigenous HACC Service,"Aboriginal Community,Bagot Road",LUDMILLA,NT,0820,-12.41656494140625,130.85609436035156,aboriginal_health
b4b0907c-6003-add4-55a6-cfffac525880,Gunditjmara Aboriginal Co-Op Ltd,135 Kepler Street,WARRNAMBOOL,VIC,3280,-38.38150405883789,142.4817657470703,aboriginal_health
dd90e248-9b65-fa6c-c0c7-0a4d2e2fafde,ABORIGINAL SOBRIETY GROUP INC,182-190 Wakefield Street,ADELAIDE,SA,5000,-34.92781066894531,138.60763549804688,aboriginal_health
06a705c9-6aea-64ff-b8ed-469fbc220798,Aboriginal Catholic Ministry Sydney,"Old Council Chambers Station,Corner Henry and Station Street",PENRITH,NSW,2750,-33.751861572265625,150.69546508789062,aboriginal_health
a6c1d42d-2e02-8678-1b93-133f3d27fe8b,The Park Centre For Mental Health - Aboriginal And Torres Strait Islander Liaison,Ellerton Drive,WACOL,QLD,4076,-27.602418899536133,152.90750122070312,aboriginal_health
e155e059-2981-93ff-f13c-5136ac9b675d,Aboriginal Hospital Liaison Service,Raymond Terrace,SOUTH BRISBANE,QLD,4101,-27.484813690185547,153.0267333984375,aboriginal_health
2c7fa502-9ae6-a034-230b-0631f9b721b8,Cooktown Community Health Service - Aboriginal And Torres Strait Islander Service,"Cooktown Multi Purpose Health Service,48 Hope Street",COOKTOWN,QLD,4895,-15.477477073669434,145.25074768066406,aboriginal_health
04028323-102d-f536-0ab3-e23435b9ff3c,Coonabarabran Community Health Centre Aboriginal Health Service At Baradine,"Baradine Health Service,37A MacQuarie Street",BARADINE,NSW,2396,-30.945148468017578,149.06617736816406,aboriginal_health
bc7b0c1e-7515-7417-ad33-6739ce88aec4,Danila Dilba - Bagot Clinic,133 BAGOT ROAD,LUDMILLA,NT,0820,-12.415417,130.854602,aboriginal_health
734e8039-58f3-fdfe-e90f-d61c11021614,Melbourne Institute for Indigenous Development - Murrup Barak,"University of Melbourne Campus (Old Physics Building),Building 128,Grattan Street",PARKVILLE,VIC,3052,-37.7999382019043,144.9595947265625,aboriginal_health
75bc6a27-8ccd-308d-ab7e-b8511589bf0a,Maryborough Hospital - Indigenous Mental Health,"Maryborough Base Hospital,185 Walker Street",MARYBOROUGH,QLD,4650,-25.522062301635742,152.6900634765625,aboriginal_health
4edfbdd2-e38e-cb00-2ec2-fc3b1ba5459c,North Coast Aboriginal Corporation for Community Health,"Unit 2,8 Innovation Parkway Street",BIRTINYA,QLD,4575,-26.733470916748047,153.1212921142578,aboriginal_health
238970ec-2c90-d6a6-196b-ca368ea263b3,Domestic Assistance Bungree Aboriginal Association,48 Victoria Avenue,TOUKLEY,NSW,2263,-33.26504898071289,151.54171752929688,aboriginal_health
86aba980-cbe1-5132-8901-77f374320fac,Bourke Multi Purpose Service Community Health Aboriginal Maternal Infant Health Service @ Enngonia,"Bourke District Hospital,26 Tarcoon Street",BOURKE,NSW,2840,-30.092731475830078,145.94805908203125,aboriginal_health
9ed43576-a78b-63de-b2fb-237be7ba2c2d,"Men's Advisory Network, Aboriginal Men's Health","Claisebrook Lotteries House,33 Moore Street",EAST PERTH,WA,6004,-31.95377540588379,115.86841583251953,aboriginal_health
8a762700-41cf-f702-ee56-39536f6a9dc4,Oolong House Aboriginal Organisation,11 Junction Street,NOWRA,NSW,2541,-34.87314987182617,150.59483337402344,aboriginal_health
d77b36da-91ad-bda3-4052-69226e78bfbf,Euraba Mungindi Aboriginal Health Service,WALKER STREET,MUNGINDI,NSW,2406,-28.97829288,148.99149997,aboriginal_health
51e2d2dc-05e4-0cf2-76ed-e42f48211d9f,Juwarki Kapu-Lug Limited - Indigenous Services,229-231 Alma Street,ROCKHAMPTON CITY,QLD,4700,-23.38336077,150.51444162,aboriginal_health
22ea37b7-9bb7-4aac-450f-e03e1cd8c618,Aboriginal Outreach (Lismore),25 URALBA STREET,LISMORE,NSW,2480,-28.81004666,153.28810143,aboriginal_health
0468d3f5-06fd-934e-2ca7-5d20566ca726,Queensland Children's Hospital (Lady Cilento Children's Hospital) - Indigenous Liaison Officer,Raymond Terrace,SOUTH BRISBANE,QLD,4101,-27.484813690185547,153.0267333984375,aboriginal_health
3f2477d8-8f23-af75-99f9-5b3ad81770b3,UNGOOROO ABORIGINAL CORPORATION,"Shop 4 ,157-159 John Street ",SINGLETON,NSW,2330,-32.56397,151.16878,aboriginal_health
8a6ca1af-6918-4eb6-0c32-f33409f61d08,Gilgandra Community Health Centre Aboriginal Maternal Infant Health Service (AMIHS) Service,"Gilgandra Multi Purpose Service,6 Chelmsford Avenue",GILGANDRA,NSW,2827,-31.7054386138916,148.6646728515625,aboriginal_health
2545ea1c-abd7-0556-c3d6-8907e756df0f,Parkes Community Health Centre Aboriginal Health Service,"Parkes Hospital,2 Morrissey Way",PARKES,NSW,2870,-33.153316497802734,148.16989135742188,aboriginal_health
b700eba7-e821-8066-3042-6ffb8cf964fb,Condobolin Community Health Centre Aboriginal Maternal Infant Health Service (AMIHS),"Railway Cottage,1 Madline Street",CONDOBOLIN,NSW,2877,-33.082733154296875,147.15213012695312,aboriginal_health
fdb06e9f-94a1-d7ea-035d-80a411534337,Murrindindi Shire Council - Yea Office,15 The Semi Circle,YEA,VIC,3717,-37.212501525878906,145.42306518554688,aboriginal_health
12e5b5f3-2891-0205-a554-bde28366ea07,Gilgandra Community Health Centre Aboriginal Health Service,"Gilgandra District Hospital,6 Chelmsford Avenue",GILGANDRA,NSW,2827,-31.7042236328125,148.66488647460938,aboriginal_health
a8ed5da4-15f6-0cdc-163a-69d877bed59e,Gilgandra Community Health Centre Aboriginal Maternal Infant Health Service (Amihs) Service At Gula,"Gulargambone Multi Purpose Service,47 Bourbah Street",GULARGAMBONE,NSW,2828,-31.329797744750977,148.46981811523438,aboriginal_health
426cdbc9-53e6-6cd6-ff17-c3cdbe38fead,Bankstown Mental Health - Aboriginal Mental Health Team,"Bankstown Community Health Centre,36-38 Raymond Street",BANKSTOWN,NSW,2200,-33.92006301879883,151.03623962402344,aboriginal_health
a48cbfce-7a40-5822-7be5-879996c3d451,Liverpool Community Health Aboriginal Connecting Care Program,18 Woodward Crescent,MILLER,NSW,2168,-33.920265197753906,150.88400268554688,aboriginal_health
f312ac32-1787-3653-8fee-b59c58059a02,Sunshine Coast Health Service District - Indigenous Health Program,60 64 Currie Street,NAMBOUR,QLD,4560,-26.626020431518555,152.9582061767578,aboriginal_health
d44c5aec-013b-6319-72da-f54227004311,Indigenous Family And Child Support Service - Child Care,17 Overend Street,EAST BRISBANE,QLD,4169,-27.488643646240234,153.040771484375,aboriginal_health
e67b7ffc-5e75-bd24-c2f0-6dd6c9169d6c,Pormpur Paanth Aboriginal Cooperation,22 Yalu Street,PORMPURAAW,QLD,4892,-14.89775562286377,141.6201171875,aboriginal_health
13f1173e-d916-856a-5385-ea8d9d7076bc,Central Gippsland Aboriginal Health Services,Corner Collins and Buckley Streets Morwell,MORWELL,VIC,3840,-38.23526681267715,146.39707294962787,aboriginal_health
c25bb155-4228-bf4e-d5a2-0c95086864f3,Kooringal Dental Surgery,"Kooringal Mall,Shop 32,269-293 Lake Albert Road",WAGGA WAGGA,NSW,2650,-35.12087631225586,147.3781280517578,aboriginal_health
39206f63-47c9-8f70-b8e4-fca578679e45,Pine Rivers Community Health Centre - Aboriginal And Torres Strait Islander Community Health,568 Gympie Road,STRATHPINE,QLD,4500,-27.298444747924805,152.9867401123047,aboriginal_health
5bb1c444-4617-6e39-d9a3-32fbc51fb62b,Bungree Aboriginal Association,7B Pioneer Avenue,TUGGERAH,NSW,2259,-33.318115234375,151.4230499267578,aboriginal_health
fe4b4dbd-9257-fbe2-f83d-248543dd340b,Illawarra Aboriginal Corporation Cultural Centre and Keeping place,22 Kenny Street,WOLLONGONG,NSW,2500,-34.427738189697266,150.8914794921875,aboriginal_health
8683ed81-009f-a48b-9835-9e54fcf0b00a,Murray Mer Island Health Centre - Aboriginal And Torres Strait Islander Community Health,Murray Island,MURRAY ISLAND,QLD,4875,-9.91860294342041,144.0493927001953,aboriginal_health
8ee44b29-24df-1c73-6df6-6442418b4492,Link Up Queensland Aboriginal Corporation,"SHOP 1,214 MULGRAVE ROAD",WESTCOURT,QLD,4870,-16.93117514,145.75721198,aboriginal_health
bcf5df67-a3d6-8d4b-74c9-53cb7212a560,Cherbourg Hospital - Aboriginal And Torres Strait Islander Community Health,Fisher Street,CHERBOURG,QLD,4605,-26.29047203063965,151.95648193359375,aboriginal_health
71ab3b1c-1312-249d-d4bd-239612b39052,Indigenous Health Liaison Service - Redcliffe,108 Anzac Avenue,REDCLIFFE,QLD,4020,-27.229536056518555,153.10507202148438,aboriginal_health
94bec220-c4b8-a659-061f-00b35be8bceb,Jundah Aboriginal Corporation,1 Fisher Street,CHERBOURG,QLD,4605,-26.289186477661133,151.9566192626953,aboriginal_health
a404c1fc-abef-d1ab-044a-c3b806de9762,The Child & Adolescent Community Health - Aboriginal Health Team,240 HARDEY ROAD,BELMONT,WA,6104,-31.95275,115.94079,aboriginal_health
4c901369-2271-3f74-acb9-e05266719cb9,Positive Aboriginal and Torres Strait Islander Network (PATSIN),"Newtown Business Centre,Suite G5,1 Erskineville Road",NEWTOWN,NSW,2042,-33.897132873535156,151.1802215576172,aboriginal_health
64213acb-6150-19fe-ded4-cff48b2c53f9,Mornington Island Aboriginal And Torres Strait Islander And South Sea Islander Health Centre,"Lot 305,Lardil Street",WELLESLEY ISLANDS,QLD,4892,-16.66628646850586,139.1820831298828,aboriginal_health
f7153107-25af-4695-c0fe-375c895a7798,Broome Regional Aboriginal Medical Service (BRAMS),Corner Dora and Anne Street,BROOME,WA,6725,-17.96086311340332,122.23109436035156,aboriginal_health
d0f9797e-999a-7eed-785c-2d4bc84ad000,Maternal and Child Health Centre - Rumbalara Aboriginal Cooperative,20 Rumbalara Road,MOOROOPNA,VIC,3629,-36.40473556518555,145.35350036621094,aboriginal_health
2abe65e6-976e-e257-a7ec-ccd8d0826a33,Great Southern Aboriginal Health Service - Katanning,"Katanning Hospital,11-31 Adam Street",KATANNING,WA,6317,-33.68281936645508,117.56378936767578,aboriginal_health
ec0af98f-338f-8444-8568-7172e2e0a285,Kumangka Aboriginal Youth Service,6 Mary Street,HINDMARSH,SA,5007,-34.90730285644531,138.57305908203125,aboriginal_health
cdfc913f-ed38-5e5b-39ce-d70ee24e2af6,JUNGARNI-JUTIYA INDIGENOUS CORPORATION,94 Thomas Street,HALLS CREEK,WA,6770,-18.22454071044922,127.66962432861328,aboriginal_health
4f62fad2-4c82-1179-d3c0-b32b5e4ca15e,Ayr Hospital - Aboriginal Health Clinic,2 Chippendale Street,AYR,QLD,4807,-19.563791275024414,147.40774536132812,aboriginal_health
a4e2140e-d6f3-39d3-2f6b-41ad3de4a8b8,NGNOWAR AERWAH ABORIGINAL CORPORATION,60 Great Northern Highway,WYNDHAM,WA,6740,-15.487469673156738,128.1223602294922,aboriginal_health
4e6f923f-fbe3-964b-685b-4b02ac84750d,Ngunga Group Women's Aboriginal Corporation,25 STANLEY STREET,DERBY,WA,6728,-17.30728,123.64047,aboriginal_health
6b5114e6-9aa8-f582-017e-fc7cc8b73381,Wyngen Kartup Specialist Aboriginal Mental Health Service,Confidential Address,PERTH,WA,6000,-31.952333056191,115.861333684128,aboriginal_health
1f3f5a77-31d6-b812-6dfe-02bdaf1f0d60,Bourke Multi Purpose Service Community Health Aboriginal Health Service,"Bourke District Hospital,26 Tarcoon Street",BOURKE,NSW,2840,-30.092731475830078,145.94805908203125,aboriginal_health
e15a6eeb-acc0-5986-05d9-05d3e3a88167,Hinchinbrook Aboriginal & Torres Strait Islander Home And Community Care Program,2 Gedge Street,INGHAM,QLD,4850,-18.64726448059082,146.15994262695312,aboriginal_health
57f53b01-56c5-db9a-4c50-7949a757ccf9,Wagga Wagga Rural Referral Hospital Aboriginal Mothers And Babies Clinic,"Wagga Wagga Rural Referral Hospital,260 Edward Street",WAGGA WAGGA,NSW,2650,-35.11800003051758,147.35696411132812,aboriginal_health
9c8ef6c2-addd-0183-28db-22509cb04ad0,Moort Boodjari Mia - Formerly North Metro Aboriginal Maternity Group Practice,"Unit 1,42 Victoria Street",MIDLAND,WA,6056,-31.89112091064453,116.00325775146484,aboriginal_health
305f97c6-6a78-f9aa-55c1-4dd2f89d19ac,Koori Kids Mental Health Network,238 250 Plenty Road,PRESTON,VIC,3072,-37.74528503417969,145.00680541992188,aboriginal_health
4527b2f5-95ef-4726-abeb-8866fd9dfbb1,Aboriginal Legal Service - Carnarvon,58 Robinson Street,CARNARVON,WA,6701,-24.8823299407959,113.65885162353516,aboriginal_health
47af808a-1b64-c8fa-7531-6a211fcac22b,Murchison Region Aboriginal Corp,25 Crawford Street,GERALDTON,WA,6530,-28.745981216430664,114.63070678710938,aboriginal_health
9d7a6eb0-d580-9fc7-3031-0e7d9db734cd,Ingham Hospital - Aboriginal Health Clinic,2 16 McIlwraith Street,INGHAM,QLD,4850,-18.651994705200195,146.16433715820312,aboriginal_health
ee6b9dcf-2613-4cc5-55ce-2e3027e24d75,Biggenden Hospital - Indigenous Health Worker,57 Alice Street,BIGGENDEN,QLD,4621,-25.506162643432617,152.05133056640625,aboriginal_health
a0d6da8d-df77-9f3e-f293-55fa2ead4d7e,Garl Garl Walbu Alcohol Association Aboriginal Corporation,23 Stanley Street,DERBY,WA,6728,-17.307289123535156,123.63983917236328,aboriginal_health
66dc6c41-ecba-5b6d-84ca-c19010bc2392,Access Services for Koories,"Level 1,238 250 Plenty Road",PRESTON,VIC,3072,-37.74528503417969,145.00680541992188,aboriginal_health
64fdbb69-b159-9dcd-f7a2-e9e7dd87bcd3,Centre For Aboriginal Medical And Dental Health (University Of WA),"Forrest Hall,35 Stirling Highway",CRAWLEY,WA,6009,-31.980546951293945,115.81871795654297,aboriginal_health
c8c67e79-3ea7-3d03-af1a-a997e368d085,Ipswich Child And Youth Mental Health Service - Aboriginal And Torres Strait Islander,"Ipswich Health Plaza,21 Bell Street",IPSWICH,QLD,4305,-27.61263084411621,152.76087951660156,aboriginal_health
40e9cc6e-06af-729f-20a0-e71d8a256080,Warwick Hospital - Aboriginal Health Services,"Hospital Reserve 278,56 Locke Street",WARWICK,QLD,4370,-28.22435760498047,152.0178680419922,aboriginal_health
3289c3df-6d94-b4cf-80ea-c4110f97fcb0,Dubbo Community Health Centre Aboriginal Health Service,"Dubbo Community Health Centre,2 Palmer Street",DUBBO,NSW,2830,-32.25579071044922,148.6177215576172,aboriginal_health
680deaa1-e4cf-69e5-4647-582f6450d5fa,Maternal and Child Health Centre - Rowville - Murrindal Drive,"Cb163 Multi Purpose,100 Murrindal Drive",ROWVILLE,VIC,3178,-37.9100341796875,145.27171325683594,aboriginal_health
a6a2799b-b743-b490-d7e5-fea481ee0f53,Cairns North Community Health - Cape York And Torres Strait Hacc Continence Advisory Service,"Level 1,381 Sheridan Street",CAIRNS NORTH,QLD,4870,-16.902101516723633,145.75616455078125,aboriginal_health
e3ef9314-e3f5-e277-2a05-d429962fdd3f,"Toowoomba Hospital - Aboriginal And Torres Strait Islander Drug And Alcohol Support, Education And Information Service",Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
e0da780c-b283-37ac-5f1e-296388ec4039,Proserpine Hospital - Indigenous Liaison Officer,"Proserpine Hospital,26 Taylor Street",PROSERPINE,QLD,4800,-20.399715423583984,148.58413696289062,aboriginal_health
0871768c-6a1e-f445-0890-30ad1856094b,Toowoomba Hospital - Aboriginal And Torres Strait Islander Antenatal Service,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
adfcdb86-95d1-7f3b-1fed-b3da3c181f44,"Toowoomba Hospital - Indigenous Diabetes Support, Education and Information",Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
a17e7667-aaf3-aead-c1a0-874a417cf3dc,Toowoomba Hospital - Aboriginal And Torres Strait Islander Sexual Health Service,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
452a5cff-a7dc-9b8a-dd2c-7263864c55ad,Toowoomba Hospital - Aboriginal And Torres Strait Islander Child Immunisation Service,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
7dfbea03-ec20-da06-5933-f4b50d15bb0f,Toowoomba Hospital - Aboriginal And Torres Strait Islander Child Health Service,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
7543bccc-1659-c40b-a704-439707eb0b5c,Link-Up (Qld) Aboriginal Corporation,3-5 Reid Street,WOOLLOONGABBA,QLD,4102,-27.48663902282715,153.03292846679688,aboriginal_health
b52fc6cb-3ac5-99e1-7a09-4d8fa5d75921,Toowoomba Hospital - Indigenous Hospital Liaison Officer,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
12832b09-535a-b586-a4d3-12ca5a4dee56,Toowoomba Hospital - Aboriginal And Torres Strait Islander Hearing Health Service,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
