nhsd_service_id,organization,address,city,state,postcode,latitude,longitude,service_category
7ef38336-f2b1-b029-0859-7562d92e9998,Toowoomba Hospital - Aboriginal And Torres Strait Islander Women's And Men's Health,Pechey Street,SOUTH TOOWOOMBA,QLD,4350,-27.5697596156494,151.944269070764,aboriginal_health
d9349c9d-4bf3-600c-a2c3-06ced0ca6d48,Moa St Paul's Island Health Centre - Torres Strait And Northern Peninsula Ahs Outer Island,"Lot 32, Main Street",MOA ISLAND,QLD,4875,-10.170562744140625,142.25497436523438,aboriginal_health
7a83a313-d4f6-de16-3c1b-65b900b8f187,Peak Hill Community Health Centre Aboriginal Maternal Infant Health Service (AMIHS) Service,4746 Newell Highway,PEAK HILL,NSW,2869,-32.708641052246094,148.18910217285156,aboriginal_health
a4005b21-7840-40a2-af6c-bb3d53101f8e,Mungindi Aboriginal Health Service NSW,153 ST GEORGE STREET,MUNGINDI,NSW,2406,-28.9764094,148.98902752,aboriginal_health
8436ea24-a585-4033-8f5a-5101b2c02a8d,Peak Hill Community Health Centre Aboriginal Health Service,4746 Newell Highway,PEAK HILL,NSW,2869,-32.708641052246094,148.18910217285156,aboriginal_health
35c1903d-871f-4ee5-f5d3-24ba9fd98103,Child & Family Nursing Service - Aboriginal Maternal Infant Health Service Coffs Harbour,9 Boambee Street,COFFS HARBOUR,NSW,2450,-30.305644989013672,153.12860107421875,aboriginal_health
f5b9e34c-52b9-8179-ad27-4d95b03b6d5e,Goodooga Health Service Aboriginal Health Service,59 Hammond Street,GOODOOGA,NSW,2838,-29.111595153808594,147.45689392089844,aboriginal_health
39e10108-b23b-f8b8-6f7c-bfa45184891b,Maddington Aboriginal Health Team Immunisation Clinic,"Champion Centre,76 Champion Drive",SEVILLE GROVE,WA,6112,-32.133296966552734,116.00289916992188,aboriginal_health
acd294e8-cebf-0858-da25-be1a0dee3763,Pika Wiya (Non Sads) School Dental,"Pika Wiya Health Centre,30 46 Dartmouth Street",PORT AUGUSTA,SA,5700,-32.49441909790039,137.77703857421875,aboriginal_health
b80b9860-5092-b16d-b9de-c9bb92c97237,ORANA HAVEN ABORIGINAL CORPORATION,Brewarrina Byrock Road,BREWARRINA,NSW,2839,-30.388277053833008,146.8636474609375,aboriginal_health
3c8178f2-01bd-65c9-6146-136204e6a848,Korrawinga Aboriginal Corporation - Aboriginal And Torres Strait Islander Community Health,"Shop 4,352 Esplanade",SCARNESS,QLD,4655,-25.2843017578125,152.85519409179688,aboriginal_health
fdc86861-870d-4a12-cd07-7e146c291b49,Thursday Island Primary Health Care Centre - Aboriginal Health Worker,"Primary Health Care Ctr,74 Douglas Street",THURSDAY ISLAND,QLD,4875,-10.58334732055664,142.2195281982422,aboriginal_health
b0f6901b-34e9-68d8-0d34-219a40aa7a02,Mareeba Hospital - Community And Indigenous Health,"Mareeba Hospital,9 31 Lloyd Street",MAREEBA,QLD,4880,-16.98824119567871,145.42417907714844,aboriginal_health
255e4a90-deb9-d974-ebb0-232c466f8165,Texas Multipurpose Health Service - Indigenous Health Services,Mingoola Road,TEXAS,QLD,4385,-28.85805320739746,151.1791534423828,aboriginal_health
562178e4-0341-95aa-9d3f-4e33145826f8,Bidyadanga Aboriginal Community La Grange Inc. (BACLG),634 Great Northern Highway,LAGRANGE,WA,6725,-18.6850528717041,121.77999877929688,aboriginal_health
caa5ff98-3336-a59f-d672-9f9d5c19a100,Aboriginal Women's Support - AWS,227 Newcastle Street,NORTHBRIDGE,WA,6003,-31.945899963378906,115.85977172851562,aboriginal_health
52214f59-d06a-31db-db46-ff450e002cd6,Dirranbandi Hospital - Indigenous Health,Jane Street,DIRRANBANDI,QLD,4486,-28.576202392578125,148.23046875,aboriginal_health
211d37e9-abcc-ef58-9eef-848e5d898bb6,Bundaberg Hospital - Indigenous Health Services,"Hospital Residential Qrts,273 Bourbong Street",BUNDABERG WEST,QLD,4670,-24.86911722,152.33366619,aboriginal_health
7c957481-b721-1763-d34b-40ddabc593d3,Goondiwindi Hospital - Indigenous Health Services,Bowen Street,GOONDIWINDI,QLD,4390,-28.548267364501953,150.3069305419922,aboriginal_health
25ee135e-02c0-4c18-50ea-88fc0d298c91,Department of Aboriginal and Torres Strait Islander Partnerships,"Neville Bonner Building,Level 4A,75 William Street",BRISBANE CITY,QLD,4000,-27.474266052246094,153.0255889892578,aboriginal_health
141ee2ed-b9c1-8822-4711-f4339f566618,Danila Dilba - Rapid Creek Clinic,"Rapid Creek Business Village,Shop 35,48 Trower Road",MILLNER,NT,0810,-12.38705062866211,130.8625030517578,aboriginal_health
5d155f9a-4814-41d4-2138-2345e7dba6bc,The Sutherland Hospital - Menai Narrangy Booris Aboriginal Child and Family Health Service,"Menai Community Health Centre,32 Allison Cres",MENAI,NSW,2234,-34.014837,151.017355,aboriginal_health
e26ca6e0-86d4-4f1f-7b56-dcadf2efc840,Kooringal Dental,"Kooringal Mall,27B,269-293 Lake Albert Road",WAGGA WAGGA,NSW,2650,-35.1414565,147.3738736,aboriginal_health
d7184643-0f7e-4552-bd00-ed396cba7387,Pika Wiya Health Service Aboriginal Corporation,40-46 DARTMOUTH STREET,PORT AUGUSTA,SA,5700,-32.49532524,137.77685985,aboriginal_health
c7127dc7-f415-4eee-bbb8-7e2a590ae7f2,Kooringal Pharmacy,"Shop 25,269 293 Lake Albert Road",KOORINGAL,NSW,2650,-35.14149841,147.37624074,aboriginal_health
0934306a-1436-3e15-1e2c-a4e9d23fcbc9,Aramac Primary Health Centre - Indigenous Health,"Aramac Hospital,2 Lodge Street",ARAMAC,QLD,4726,-22.96672248840332,145.2446746826172,aboriginal_health
9858b82f-b358-488b-f4d6-0a4c9b612312,South Eastern Sydney LHD - South East Aboriginal Health Care (SEAHC) ,"HealthOne Sutherland,126 Kareena Road",CARINGBAH,NSW,2229,-34.037851,151.11321,aboriginal_health
907607ca-94eb-0881-af02-6a5333cebf0f,Arrunga Aboriginal Health Centre,"La Perouse Public School,Yarra Road",PHILLIP BAY,NSW,2036,-33.9798469543457,151.23382568359375,aboriginal_health
6f890731-684f-dd82-ee9e-e8f017a9b016,Waroona Aged Care Facility - Indigenous Health Service,72 King Street,CHARLEVILLE,QLD,4470,-26.4112491607666,146.23760986328125,aboriginal_health
1e66b3a2-70d6-e2f0-0d05-ce23ad387e30,Muttaburra Primary Health Centre - Aboriginal Health Clinic,Edkins Street,MUTTABURRA,QLD,4732,-22.59567642211914,144.54583740234375,aboriginal_health
edb5f43c-bc5e-4188-d80b-20f2ac1fbdb9,Katta - Koorliny Employment and Enterprise Development Aboriginal Corporation,129 Federal Street,NARROGIN,WA,6312,-32.938541412353516,117.178955078125,aboriginal_health
f0c72e9b-5a07-b0eb-75f2-370326036286,Wagga Wagga Community Health Mental Health Aboriginal Health Service,"Wagga Wagga Base Hospital,260 Edward Street",WAGGA WAGGA,NSW,2650,-35.118560791015625,147.35699462890625,aboriginal_health
7be88829-6e42-3c05-87b5-ebffacf2b9a4,Wagga Wagga Community Health Service Child & Family Kooringal Clinic,"Wagga Wagga Base Hospital,260 Edward Street",WAGGA WAGGA,NSW,2650,-35.118560791015625,147.35699462890625,aboriginal_health
40c06090-8603-4d0b-bca5-28555c8a670b,No. 34 Aboriginal Health Service,34 Alexandra Road,ULVERSTONE,TAS,7315,-41.159425,146.17345,aboriginal_health
98de3830-c2f8-434e-9e5a-146e6aa326d5,Indigenous - Thomastown Respiratory Clinic,317 - 319 High Street,THOMASTOWN,VIC,3074,-37.675734,145.014344,aboriginal_health
7b7fe690-0cd5-435e-8e45-9cfc4cf9ecd7,ACCHS - INDIGENOUS ONLY - Nganampa Health Council Inc - Fregon Clinic,4 Fregon Road,KALTJITI,SA,0872,-26.763498,132.027642,aboriginal_health
b6fe3bed-4dbc-485f-9bd8-1fa888c43c96,Aboriginal Health Service - Launceston,182 Charles Street,LAUNCESTON,TAS,7250,-41.44108963012695,147.1394805908203,aboriginal_health
6649b110-8217-4b7c-8113-890ce2fa9e18,ACCHS - INDIGENOUS ONLY - Orange Aboriginal Corporation Health Service,27-31 Perc Griffith Way,ORANGE,NSW,2800,-33.30111826,149.12341203,aboriginal_health
666bb897-712f-4068-bfff-598259439b35,ACCHS - INDIGENOUS ONLY - Nganampa Health Council Inc - Pukatja Clinic,6 Mulga Street,UMUWA,SA,0872,-26.467971,132.037331,aboriginal_health
43878e41-2eda-4601-bbac-fb4f24f3a8f6,ACCHS - INDIGENOUS ONLY - Girudala Community Co-operative Society Ltd,77 Herbert Street,BOWEN,QLD,4805,-20.010983,148.245002,aboriginal_health
073386e4-ccb8-4649-a3fb-3d71a4fceccf,Moorditj Koort Aboriginal Corporation,"Parmelia Shopping Centre,1 Sutherland Parade",PARMELIA,WA,6167,-32.2473,115.82699,aboriginal_health
88b2341b-cb7b-4b57-41df-236b03df9115,ATSICHS  - Aboriginal And Torres Strait Islander Community Health Service Ltd,31 - 33 Victoria Street,MACKAY,QLD,4740,-21.1421165466308,149.190567016601,aboriginal_health
1b8c98c4-c03e-081f-23ea-e47e023391a3,Victorian Aboriginal Child Care Agency - Brunswick East,340 Bell Street,PRESTON,VIC,3072,-37.74473571777344,145.00181579589844,aboriginal_health
6334ae08-f04f-e8dd-6709-f1f39059d83a,Laidley Hospital - Aboriginal And Torres Strait Islander  Health Liaison,75 William Street,LAIDLEY,QLD,4341,-27.63249969482422,152.40072631835938,aboriginal_health
51a598a7-dade-9991-162e-cf31e5e8c373,National Aboriginal Community Controlled Health Organisation (NACCHO),"Level 5 East Tower,2 CONSTITUTION AVENUE",CITY,ACT,2601,-35.28417807,149.13160901,aboriginal_health
29f774a5-48db-25b2-1051-20159eed956e,Victorian Aboriginal Family Counselling Service,238 250 Plenty Road,PRESTON,VIC,3072,-37.74528503417969,145.00680541992188,aboriginal_health
72ba3786-5d7b-64a3-4d6e-4a4a23a51158,Woodridge Child And Adolescent Service - Aboriginal And Torres Strait Islander Maternal And Child Health,Wembley Road,WOODRIDGE,QLD,4114,-27.6413516998291,153.10646057128906,aboriginal_health
b9223038-85fe-dcfc-1683-c34d229c1a00,Caboolture Indigenous & Community Medical Centre,"The Lakes Centre,Suite 13-17,8 22 King Street",CABOOLTURE,QLD,4510,-27.08584976196289,152.9534454345703,aboriginal_health
261264a4-5d39-3b26-6e98-bac9e385b09a,Tumut Health Service Aboriginal Health Service Otitis Media,105 Simpson Street,TUMUT,NSW,2720,-35.30631637573242,148.21942138671875,aboriginal_health
21e7a0ff-4140-c4f3-70b2-09eb66311cab,Framlingham Aboriginal Trust,42 Kirrae Avenue,PURNIM,VIC,3278,-38.30661392211914,142.64459228515625,aboriginal_health
33c9585e-0977-5815-ce8b-e1a50d6571e3,Aboriginal Community Elders Services (ACES),5 Parkview Avenue,BRUNSWICK EAST,VIC,3057,-37.76398468017578,144.9824981689453,aboriginal_health
6611f5b7-2452-ba8b-b023-150e0b6ecce7,Forbes Community Health Centre Aboriginal Health Service,Elgin Street,FORBES,NSW,2871,-33.39586639404297,148.01382446289062,aboriginal_health
0092c794-09c7-99af-8dce-46bcb1b520f2,Forbes Community Health Centre Aboriginal Maternal & Infant Health Strategy (AMIHS) Service @ Parkes,Elgin Street,FORBES,NSW,2871,-33.39586639404297,148.01382446289062,aboriginal_health
b7fbefd7-2200-c96e-df86-f950886a6a6a,Aboriginal and Torres Strait Islander Community Health Service - Mums and Bubs Clinic,5 Charles Avenue,WOODRIDGE,QLD,4114,-27.63874626159668,153.1031036376953,aboriginal_health
7873a867-c227-46cb-9793-375e5d44fffb,Wheatbelt Health Network - Aboriginal Health Narrogin,Williams Road,NARROGIN,WA,6312,-32.9364127,117.1646928,aboriginal_health
76e39544-053f-93a3-551c-46391c4c342e,Woodridge Clinic Aboriginal Islander Community Health Service - Jacaranda Ave,8 Jacaranda Avenue,WOODRIDGE,QLD,4114,-27.683883666992188,153.01626586914062,aboriginal_health
82627385-7481-8bce-0526-7b0c0a7f926d,Royal Brisbane and Women's Hospital - Aboriginal and Torres Strait Islander Rural and Remote Patient Journey,Corner Butterfield Street and Bowen Bridge Road,HERSTON,QLD,4006,-27.44586944580078,153.0295867919922,aboriginal_health
95d2d1f5-5d61-bd56-ab74-387eea39e5ff,Caalas (Aboriginal Legal Aid),"Creek Cvan Pk,61 Paterson Street",TENNANT CREEK,NT,0860,-19.646255493164062,134.1904754638672,aboriginal_health
4b2a2ec1-293b-1cc1-522e-90b175a66cbb,Woodridge Clinic Aboriginal Islander Community Health Service - Wembly Road,Wembley Road,WOODRIDGE,QLD,4114,-27.6413516998291,153.10646057128906,aboriginal_health
34e49f81-abe6-1088-82e3-9a7bcf3963a6,First Peoples Disability Network Australia,"Level 4 Unit 2,161 Redfern Street",REDFERN,NSW,2016,-33.89240264892578,151.19973754882812,aboriginal_health
0bd65330-04b1-ee33-0e23-e2fed6e8838a,Gulargambone Multi Purpose Service Community Health Centre Aboriginal Health Service,"Residence,47 Bourbah Street",GULARGAMBONE,NSW,2828,-31.32986068725586,148.46957397460938,aboriginal_health
bf2fd94a-f9f5-69fb-a068-209d608d55bd,Warren Multi Purpose Service Aboriginal Health Service,Doctor Kater Drive,WARREN,NSW,2824,-31.694149017333984,147.8374481201172,aboriginal_health
65604245-bd9a-96a2-9b8c-b6b6edf646e0,Forbes Community Health Centre Aboriginal Maternal & Infant Health (AMIHS) Service @ Peak Hill,Elgin Street,FORBES,NSW,2871,-33.39586639404297,148.01382446289062,aboriginal_health
80a764d5-a9b1-dc4d-2005-cf0569164780,Bourke Multi Purpose Service Community Health Aboriginal Maternal Infant Health Service (AMIHS),"Bourke Multi Purpose Service,26 Tarcoon Street",BOURKE,NSW,2840,-30.09259796142578,145.94677734375,aboriginal_health
7c139cd0-054c-1803-935b-8af1696bb174,Peak Hill Community Health Centre Aboriginal Maternal Infant Health Service (AMIHS) At Forbes,"Lachlan Health Service,Elgin Street",FORBES,NSW,2871,-33.3958625793457,148.0140838623047,aboriginal_health
b0d47c12-1bdd-6391-f206-347db85d6cd1,Royal Prince Alfred Hospital Gastroenterology And Liver-Redfern Aboriginal Medical Service,132 Redfern Street,REDFERN,NSW,2016,-33.89241409301758,151.2029571533203,aboriginal_health
a4fd0039-d1a5-6734-7ed6-c970dc16e1bb,Forbes Community Health Centre Aboriginal Maternal & Infant Health Strategy (Amihs) Service,Elgin Street,FORBES,NSW,2871,-33.39586639404297,148.01382446289062,aboriginal_health
7f5d0fd2-9ed0-f874-e443-e5c0fd55df51,CH CHFN New Directions - Office Of Aboriginal & Torres Strait Island Health,142 Carillon Avenue,CAMPERDOWN,NSW,2050,-33.89104080200195,151.17955017089844,aboriginal_health
b30dc144-7be5-4011-84f5-907b5466ba54,Gilgandra Local Aboriginal Medical Service,140 WARREN ROAD,GILGANDRA,NSW,2827,-31.71064731,148.65753209,aboriginal_health
5df57a3e-e24e-4e91-a351-6aa1ad23a438,Moorditj Koort Aboriginal Corporation,57 Wellington Street,NORTHAM,WA,6401,-31.6541336,116.6734602,aboriginal_health
327143ac-f112-c2b9-bdff-41b04ecd6fb7,Bourke Multi Purpose Service Community Health Aboriginal Health Service (AMIHS) at Enngonia,"Enngonia Community Health Centre,Mitchell Highway",ENNGONIA,NSW,2840,-29.317962646484375,145.8461456298828,aboriginal_health
914596fd-2b33-9d1f-189b-41887440e8ed,Narromine Community Health Centre Aboriginal Maternal And Infant Health Strategy (Amihs) Service,120 132 Cathundril Street,NARROMINE,NSW,2821,-32.24205017089844,148.2387237548828,aboriginal_health
d3e4b27f-9d23-ae4c-e870-4e39a5ed7036,Rosemeadow Community Health Connect Care - Aboriginal,5 Thomas Rose Drive,ROSEMEADOW,NSW,2560,-34.099891662597656,150.79930114746094,aboriginal_health
9b2be907-8261-33d9-d7ae-6e089b193ad5,Dubbo Health Service Aboriginal Welfare Service,"Dubbo Health Service,170 Myall Street",DUBBO,NSW,2830,-32.24112319946289,148.62075805664062,aboriginal_health
18b0ad7e-38ba-b22a-bb55-5604835d174a,Condobolin Community Health Centre Aboriginal Health Service,"Railway Cottage,1 Madline Street",CONDOBOLIN,NSW,2877,-33.081729888916016,147.15145874023438,aboriginal_health
da4da486-a67e-6b9a-6aa5-36e3007253fa,Dubbo Health Service Aboriginal Health Chronic Care Service,"Dubbo Health Service,170 Myall Street",DUBBO,NSW,2830,-32.24112319946289,148.62075805664062,aboriginal_health
4f7fcc23-bc67-89b6-1828-d88ea96ffac7,Forbes Community Health Centre Aboriginal Maternal And Infant Health  Service(AMIHS) At Cowra,"Cowra Health Service,64 Liverpool Street",COWRA,NSW,2794,-33.83271408081055,148.69232177734375,aboriginal_health
ce5066af-b51d-1966-f0c0-0b016e90f936,Bourke Multi Purpose Service Community Aboriginal Maternal Infant Health Service (AMIHS) At Brewarrina,56 Doyle Street,BREWARRINA,NSW,2839,-29.961589813232422,146.86431884765625,aboriginal_health
d1a2c6c9-8e53-73bf-62d6-7699336204de,Orange Health Service Aboriginal Health Service,129 Sale Street,ORANGE,NSW,2800,-33.276039123535156,149.09719848632812,aboriginal_health
cffecb70-ba49-894e-2e76-58a6f52c1a51,Gilgandra Community Health Centre Aboriginal Health Service At Gulargambone,"Gulargambone Multi Purpose Service,Bourbah Street",GULARGAMBONE,NSW,2828,-31.329853057861328,148.4695281982422,aboriginal_health
7604d0cb-3941-8f02-5888-36ad2be1b7c6,Narromine Community Health Centre Aboriginal Health Service,128 Cathundril Street,NARROMINE,NSW,2821,-32.24299621582031,148.23939514160156,aboriginal_health
0f15c25b-400b-fe82-ddcc-668181e0cf07,Lightning Ridge Multi Purpose Service Community Health Centre Aboriginal Health Service,42 Pandora Street,LIGHTNING RIDGE,NSW,2834,-29.43017578125,147.98388671875,aboriginal_health
3425a561-26fe-2185-6643-35ec77654aca,Kalang Respite Care Centre Aboriginal Corporation,133 Denmans Camp Road,WONDUNNA,QLD,4655,-25.29941749572754,152.85862731933594,aboriginal_health
55904673-95a2-fd6c-63ea-32fbdede9032,Walgett Health Service Aboriginal Health Clinic,"Walgett Multi Purpose Service,141 Fox Street",WALGETT,NSW,2832,-30.03129768371582,148.1150360107422,aboriginal_health
cfa30733-cd90-eaf8-8e19-476ed54ccd7c,Daramulen Aboriginal Home Care Service Broadmeadow,114 Belford Street,BROADMEADOW,NSW,2292,-32.924102783203125,151.73756408691406,aboriginal_health
ac2911cf-049a-fe5a-e686-bb57be941228,Peak Hill Community Health Centre Aboriginal Health Service At Parkes,"Parkes Hospital,2 Morrissey Way",PARKES,NSW,2870,-33.153316497802734,148.16989135742188,aboriginal_health
c5408ddd-0d6a-96a3-103d-73b329f977af,Council For Aboriginal Alcohol Program Services (Caaps) Inc,"Caaps,60 Boulter Road",BERRIMAH,NT,0828,-12.416069030761719,130.9177703857422,aboriginal_health
50ae7c66-23df-d24a-f98c-52ef49e2c33e,Aboriginal and Torres Strait Islander Disability Network of Queensland,"Brisbane - Head Office,121 Copperfield Street",GEEBUNG,QLD,4034,-27.37244415283203,153.0472412109375,aboriginal_health
a51d6773-2313-9749-7ac0-5c40224928b6,Maternal And Child Health - Goolum Goolum Aboriginal Cooperative,43 Hamilton Street,HORSHAM,VIC,3400,-36.718143463134766,142.20289611816406,aboriginal_health
cf52e4f4-b43f-97f7-3e5b-9c593f1ce2ef,Cobar Community Health Centre Aboriginal Health Service,35 Woodiwiss Avenue,COBAR,NSW,2835,-31.509904861450195,145.82510375976562,aboriginal_health
ffd141c0-b243-631a-eba9-c8f9329215db,Foundation Of Rehabilitation With Aboriginal Alcohol Related Difficulties (Forwaard),33 Charles Street,STUART PARK,NT,0820,-12.443617820739746,130.84579467773438,aboriginal_health
f0171303-128b-3981-57f7-0abfcc10e6a4,La Perouse Aboriginal Community Health Centre,1 Elaroo Avenue,LA PEROUSE,NSW,2036,-33.981597900390625,151.2309112548828,aboriginal_health
92cbfa82-a5ca-d6ff-35ea-dc22e91771f3,Gympie Community Health Centre - Indigenous Health Service,"Gympie Hospital,12 Henry Street",GYMPIE,QLD,4570,-26.184358596801758,152.65821838378906,aboriginal_health
ba3bb084-d259-e899-6c20-a57020066745,Stephen Island Primary Health Care Centre - Torres Strait And Northern Peninsula Ahs Outer Island,"Stephen Island Primary,Health Care",STEPHENS ISLAND,QLD,4875,-9.506877,143.545001,aboriginal_health
91ae1944-d124-d8bb-ad17-d30c474b3baf,Indigenous Youth Health Services - Alcohol And Drug Services,60 Ferry Road,WEST END,QLD,4101,-27.485559463500977,152.99822998046875,aboriginal_health
60ac6f8d-5cb3-2027-60d7-a22745398fe6,Blue Care Indigenous Services Cluster Office,267 277 Hartley Street,PORTSMITH,QLD,4870,-16.945005416870117,145.75779724121094,aboriginal_health
740cf962-edde-2cd3-7887-48d20d4a3e37,Jundah Primary Health Centre - Aboriginal Health Clinic,1 Hospital Road,JUNDAH,QLD,4736,-25.212289810180664,143.2681884765625,aboriginal_health
16e2142d-8487-4596-bdbd-910b69da1433,Prince of Wales Hospital - Aboriginal and Torres Strait Islander Community Health Service,"Visiting service,1 Elaroo Ave",LA PEROUSE,NSW,2036,-33.982166,151.23035,aboriginal_health
61c70e3d-5705-4664-4744-858cc718567c,South Eastern Sydney LHD - La Perouse Drug and Alcohol Koori Healing Unit,"La Perouse Aboriginal Health,1 Elaroo Ave",LA PEROUSE,NSW,2036,-33.982166,151.23035,aboriginal_health
e7aff1ff-a835-685a-aed0-ab3c993e838d,Windorah Primary Health Centre - Indigenous Health,15 Victoria Street,WINDORAH,QLD,4481,-25.420345306396484,142.65472412109375,aboriginal_health
99895972-a3ae-1ae5-3a4e-86ae69cbbefa,Birdsville Primary Health Centre - Indigenous Health,29 Burt Street,BIRDSVILLE,QLD,4482,-25.90103530883789,139.34921264648438,aboriginal_health
e3b654fc-6d78-6b4f-c856-d1086ae4782a,Deniliquin Health Service Aboriginal Health Service,"Staff Quarters,411 Charlotte Street",DENILIQUIN,NSW,2710,-35.524436950683594,144.96298217773438,aboriginal_health
1551f356-a388-673c-fc13-ab4924593f26,Isisford PHC - Aboriginal Health Clinic,St Helena Street,ISISFORD,QLD,4731,-24.2615966796875,144.44033813476562,aboriginal_health
0f7b16b9-1055-3310-546d-8ad1b5d9feee,Gibalee Aboriginal Learning And Development Centre,"University Of Newcastle Central Coast Campus,10 Chittaway Road",OURIMBAH,NSW,2258,-33.35663604736328,151.3839111328125,aboriginal_health
7b8b8f52-4c87-4bce-ce63-161389d41f2a,South Eastern Sydney LHD - La Perouse Aboriginal Health Centre Aboriginal Dental Clinic,"La Perouse Aboriginal Health Oral Health Service,1 Elaroo Ave",LA PEROUSE,NSW,2036,-33.982166,151.23035,aboriginal_health
61a0ab1c-62b0-fd10-af07-9a886f6aa556,Awabakal Multifunctional Aboriginal Children's Services (MACS),5 Grey Street,WICKHAM,NSW,2293,-32.92209243774414,151.75967407226562,aboriginal_health
063d5b01-b243-d954-80d7-40568448fa3d,GP Down South Aboriginal Health - Harvey,"Unit 5,5 Hayward Street",HARVEY,WA,6220,-33.08006286621094,115.89566802978516,aboriginal_health
0e38c780-dd3b-685d-10b6-bdad0971946e,Aboriginal Resource and Development Services Aboriginal Corporation,64 Winnellie Road,WINNELLIE,NT,0820,-12.427069664001465,130.87716674804688,aboriginal_health
14d94af8-fb6a-2dd9-3406-050d8743e30e,Oakey Hospital - Indigenous Health Services,Corner Beale and Fitzpatrick Street,OAKEY,QLD,4401,-27.425264358520508,151.7205352783203,aboriginal_health
0c671dbd-95b8-2606-7041-29553205ef97,The Townsville Hospital - Child And Youth Mental Health Service - Aboriginal And Torres Strait Islander,"Townsville Hospital,100 Angus Smith Drive",DOUGLAS,QLD,4814,-19.320636749267578,146.7615966796875,aboriginal_health
a79db543-228d-f363-dd61-3936c8533e2e,Deadly Ears State Wide Aboriginal and Torres Strait Islander Ear Health Program - Outreach Service,"Level 9,199 Grey Street",SOUTH BRISBANE,QLD,4101,-27.48045539855957,153.02247619628906,aboriginal_health
06960e8d-a3e4-2251-e065-af28ee40d248,Aboriginal Hacc Access/Development Officer Hunter,13 Denison Street,NEWCASTLE WEST,NSW,2302,-32.92499923706055,151.75711059570312,aboriginal_health
6e2354a6-13c4-f96b-1aa8-31018e085c21,Orange Hospital - Aboriginal Health Clinic,1530 Forest Road,ORANGE,NSW,2800,-33.31807327270508,149.0896759033203,aboriginal_health
286c2f7a-6aaf-729d-8d40-cb4e55ad2ffb,Bathurst Health Service Aboriginal Health Service,361-365 Howick Street,BATHURST,NSW,2795,-33.40927505493164,149.5736846923828,aboriginal_health
e1c587b7-43ae-d956-4bed-aa163744ec48,AICRA Indigenous HACC,179 Lakes Creek Road,BERSERKER,QLD,4701,-23.372655868530273,150.5344696044922,aboriginal_health
94029c99-1388-42e6-7a5a-94bbc6c92306,Royal Brisbane and Women's Hospital - Indigenous Health Liaison Service,"Ned Hanlon Building - Royal Brisbane and Women's Hospital,Level 5,42 Butterfield Street",HERSTON,QLD,4006,-27.446971893310547,153.02789306640625,aboriginal_health
01dce099-6101-1e14-74fe-eae24d934084,Indigenous Hospital Liaison Service - Chermside,Rode Road,CHERMSIDE,QLD,4032,-27.393014907836914,153.0282745361328,aboriginal_health
955afbf4-7a0c-4c10-96c7-f39ab9821b88,Weipa Integrated Health Service - Indigenous Liaison Officer Service,John Evans Drive,WEIPA,QLD,4874,-12.676513671875,141.9138641357422,aboriginal_health
36f477fa-8e95-2b69-2624-2e2d81ece41d,Tambo Primary Health Centre - Aboriginal Health Clinic,"Hospital & Residence,8 Garden Street",TAMBO,QLD,4478,-24.881694793701172,146.24879455566406,aboriginal_health
a7e2adcf-8d45-f08c-2527-c99436a9f15b,Mornington Island Primary Health Care Centre - Aboriginal And Torres Strait Islander Community Health,10 Lardil Street,WELLESLEY ISLANDS,QLD,4892,-16.665851593017578,139.17723083496094,aboriginal_health
16ff9853-e727-6a2b-7fbc-3923db2e9b00,Dajarra - Aboriginal Health,12 Matheson Street,DAJARRA,QLD,4825,-21.694490432739258,139.51451110839844,aboriginal_health
b8682bae-4590-e024-7be6-f8ebfc067928,Warwick Hospital - Aboriginal And Torres Strait Islander Community Hospital Liaison,"Hospital Reserve 278,56 Locke Street",WARWICK,QLD,4370,-28.22435760498047,152.0178680419922,aboriginal_health
3deea5e9-f3aa-0a26-64a7-2a20956836ce,NGAIMPE ABORIGINAL CORPORATION,50 Church Road,CHITTAWAY POINT,NSW,2261,-33.31944274902344,151.4368438720703,aboriginal_health
3892a2ec-0013-65aa-0b30-2c2d17f39f34,Indigenous Women's Cancer Prevention And Support Service,Corner Butterfield Street and Bowen Bridge Road,HERSTON,QLD,4006,-27.44586944580078,153.0295867919922,aboriginal_health
ba453264-15bb-5d6a-12f7-8295778bef47,Indigenous Sexual Health,10 Nellie Street,NUNDAH,QLD,4012,-27.39914321899414,153.06471252441406,aboriginal_health
5ddfca8b-0254-6467-32d4-aed8b57ab1b0,Logan Hospital - Aboriginal And Torres Strait Islander Hospital Liaison,Cnr Armstrong And Loganlea Road,MEADOWBROOK,QLD,4131,-27.670021057128906,153.14132690429688,aboriginal_health
2114ca88-b7d7-bd92-aca4-1142da970245,Princess Alexandra Hospital - Aboriginal And Torres Strait Islander Liaison,"Princess Alexandra Hospital,199 Ipswich Road",WOOLLOONGABBA,QLD,4102,-27.497373580932617,153.0335235595703,aboriginal_health
1741ea31-8100-1671-52cd-8e659eabcc65,Queen Elizabeth II Jubilee Hospital - Aboriginal And Torres Strait Islander Hospital Liaison,Cnr Armstrong And Loganlea Road,COOPERS PLAINS,QLD,4108,-27.564590454101562,153.03927612304688,aboriginal_health
8d4b6e39-f455-0032-88ea-250969ea5461,Gympie Hospital - Aboriginal And Torres Strait Islander Hospital Liaison,"Gympie Hospital,12 Henry Street",GYMPIE,QLD,4570,-26.184358596801758,152.65821838378906,aboriginal_health
